job_id,title,role,location,industry,posted_date,skill
J009,Frontend Developer,Frontend Developer,Pune,IT,2026-02-01,CSS
J010,Frontend Developer,Frontend Developer,Mumbai,IT,2026-02-04,React
J010,Frontend Developer,Frontend Developer,Mumbai,IT,2026-02-04,JavaScript
J010,Frontend Developer,Frontend Developer,Mumbai,IT,2026-02-04,Node.js
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,Node.js
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,JavaScript
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,REST API
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,PostgreSQL
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,Docker
J012,Backend Engineer,Backend Developer,Mumbai,IT,2026-02-07,Python
J012,Backend Engineer,Backend Developer,Mumbai,IT,2026-02-07,PostgreSQL
J012,Backend Engineer,Backend Developer,Mumbai,IT,2026-02-07,REST API
J012,Backend Engineer,Backend Developer,Mumbai,IT,2026-02-07,AWS
J013,Senior Backend Developer,Backend Developer,Pune,IT,2026-02-10,Java
J013,Senior Backend Developer,Backend Developer,Pune,IT,2026-02-10,Spring Boot
J013,Senior Backend Developer,Backend Developer,Pune,IT,2026-02-10,AWS
J013,Senior Backend Developer,Backend Developer,Pune,IT,2026-02-10,Docker
J014,API Developer,Backend Developer,Nagpur,IT,2026-02-12,Java
J014,API Developer,Backend Developer,Nagpur,IT,2026-02-12,Spring Boot
J014,API Developer,Backend Developer,Nagpur,IT,2026-02-12,Node.js
J014,API Developer,Backend Developer,Nagpur,IT,2026-02-12,REST API
J015,React Developer,Frontend Developer,Pune,IT,2026-02-14,React
J015,React Developer,Frontend Developer,Pune,IT,2026-02-14,JavaScript
J015,React Developer,Frontend Developer,Pune,IT,2026-02-14,HTML
J015,React Developer,Frontend Developer,Pune,IT,2026-02-14,CSS
J016,UI Developer,Frontend Developer,Mumbai,IT,2026-02-15,HTML
J016,UI Developer,Frontend Developer,Mumbai,IT,2026-02-15,CSS
J016,UI Developer,Frontend Developer,Mumbai,IT,2026-02-15,JavaScript
J016,UI Developer,Frontend Developer,Mumbai,IT,2026-02-15,React
J017,Frontend Engineer,Frontend Developer,Nagpur,IT,2026-02-18,React
J017,Frontend Engineer,Frontend Developer,Nagpur,IT,2026-02-18,TypeScript
J017,Frontend Engineer,Frontend Developer,Nagpur,IT,2026-02-18,Node.js
J017,Frontend Engineer,Frontend Developer,Nagpur,IT,2026-02-18,Tailwind CSS
J018,Data Scientist,Data Scientist,Pune,IT,2026-02-20,Python
J018,Data Scientist,Data Scientist,Pune,IT,2026-02-20,Machine Learning
J018,Data Scientist,Data Scientist,Pune,IT,2026-02-20,SQL
J018,Data Scientist,Data Scientist,Pune,IT,2026-02-20,Pandas
J019,Data Engineer,Data Engineer,Mumbai,IT,2026-02-22,Python
J019,Data Engineer,Data Engineer,Mumbai,IT,2026-02-22,SQL
J019,Data Engineer,Data Engineer,Mumbai,IT,2026-02-22,PostgreSQL
J019,Data Engineer,Data Engineer,Mumbai,IT,2026-02-22,AWS
J020,BI Analyst,Data Analyst,Pune,Finance,2026-02-25,SQL
J020,BI Analyst,Data Analyst,Pune,Finance,2026-02-25,Excel
J020,BI Analyst,Data Analyst,Pune,Finance,2026-02-25,Python
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,Docker
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,AWS
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,Linux
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,Jenkins
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,Kubernetes
J022,Cloud Engineer,Cloud / DevOps,Mumbai,IT,2026-03-01,AWS
J022,Cloud Engineer,Cloud / DevOps,Mumbai,IT,2026-03-01,Python
J022,Cloud Engineer,Cloud / DevOps,Mumbai,IT,2026-03-01,Docker
J022,Cloud Engineer,Cloud / DevOps,Mumbai,IT,2026-03-01,Terraform
J023,Site Reliability Engineer,Cloud / DevOps,Pune,IT,2026-03-03,AWS
J023,Site Reliability Engineer,Cloud / DevOps,Pune,IT,2026-03-03,Docker
J023,Site Reliability Engineer,Cloud / DevOps,Pune,IT,2026-03-03,Python
J023,Site Reliability Engineer,Cloud / DevOps,Pune,IT,2026-03-03,Linux
J024,DevOps Consultant,Cloud / DevOps,Nagpur,IT,2026-03-05,Docker
J024,DevOps Consultant,Cloud / DevOps,Nagpur,IT,2026-03-05,AWS
J024,DevOps Consultant,Cloud / DevOps,Nagpur,IT,2026-03-05,CI/CD
J024,DevOps Consultant,Cloud / DevOps,Nagpur,IT,2026-03-05,Git
J025,AWS Cloud Architect,Cloud / DevOps,Pune,IT,2026-03-08,AWS
J025,AWS Cloud Architect,Cloud / DevOps,Pune,IT,2026-03-08,Docker
J025,AWS Cloud Architect,Cloud / DevOps,Pune,IT,2026-03-08,Node.js
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,React
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,Node.js
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,PostgreSQL
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,Docker
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,AWS
J027,QA Automation Engineer,QA / Test Automation,Mumbai,IT,2026-03-12,Python
J027,QA Automation Engineer,QA / Test Automation,Mumbai,IT,2026-03-12,Java
J027,QA Automation Engineer,QA / Test Automation,Mumbai,IT,2026-03-12,SQL
J028,Product Manager,Product Management,Pune,IT,2026-03-15,SQL
J029,Technical Support Engineer,Technical Support,Nagpur,IT,2026-03-18,Linux
J029,Technical Support Engineer,Technical Support,Nagpur,IT,2026-03-18,SQL
J029,Technical Support Engineer,Technical Support,Nagpur,IT,2026-03-18,REST API
J030,Full Stack Engineer,Full Stack Developer,Mumbai,IT,2026-03-20,Java
J030,Full Stack Engineer,Full Stack Developer,Mumbai,IT,2026-03-20,Spring Boot
J030,Full Stack Engineer,Full Stack Developer,Mumbai,IT,2026-03-20,React
J030,Full Stack Engineer,Full Stack Developer,Mumbai,IT,2026-03-20,PostgreSQL
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,Java
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,Spring Boot
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,SQL
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,REST API
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,PostgreSQL
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,GraphQL
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,Jenkins
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,Java
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,Spring Boot
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,REST API
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,Git
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,Jenkins
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,FastAPI
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,Java
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,Spring Boot
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,SQL
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,REST API
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,PostgreSQL
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,Jenkins
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,AWS
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,GraphQL
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,React
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,Node.js
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,JavaScript
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,REST API
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,SQL
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,PostgreSQL
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,AWS
J035,Senior Backend Developer,Backend Developer,Nagpur,EdTech,2026-05-16,Java
J035,Senior Backend Developer,Backend Developer,Nagpur,EdTech,2026-05-16,Spring Boot
J035,Senior Backend Developer,Backend Developer,Nagpur,EdTech,2026-05-16,PostgreSQL
J035,Senior Backend Developer,Backend Developer,Nagpur,EdTech,2026-05-16,GraphQL
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,REST API
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,Java
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,Spring Boot
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,AWS
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,GraphQL
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,Java
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,Spring Boot
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,PostgreSQL
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,AWS
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,Kubernetes
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,REST API
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,Java
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,Spring Boot
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,PostgreSQL
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,GraphQL
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,Node.js
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,HTML
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,CSS
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,JavaScript
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,React
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,Tailwind CSS
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,Git
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,TypeScript
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,React
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,JavaScript
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,HTML
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,CSS
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,Tailwind CSS
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,Java
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,Spring Boot
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,PostgreSQL
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,Git
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,AWS
J042,API Developer,Backend Developer,Nashik,FinTech,2026-04-20,Java
J042,API Developer,Backend Developer,Nashik,FinTech,2026-04-20,Spring Boot
J042,API Developer,Backend Developer,Nashik,FinTech,2026-04-20,SQL
J042,API Developer,Backend Developer,Nashik,FinTech,2026-04-20,AWS
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Python
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,SQL
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Excel
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Pandas
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Data Visualization
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Data Analysis
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,Java
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,Spring Boot
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,SQL
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,Docker
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,PostgreSQL
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,Java
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,Python
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,Git
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,CI/CD
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,Jenkins
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,Java
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,Python
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,SQL
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,Git
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,CI/CD
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Docker
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Kubernetes
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,AWS
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Linux
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Git
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Azure
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,PowerShell
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Jenkins
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Excel
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,SQL
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Data Analysis
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Data Visualization
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Python
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Power BI
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,React
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,TypeScript
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,JavaScript
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,HTML
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,CSS
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,Tailwind CSS
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Docker
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Kubernetes
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,AWS
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Linux
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Git
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Jenkins
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,GCP
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,AWS
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,Linux
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,Docker
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,Terraform
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,CI/CD
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,Azure
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,React
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,TypeScript
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,JavaScript
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,HTML
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,CSS
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,Node.js
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,Tailwind CSS
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,Git
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,React
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,TypeScript
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,JavaScript
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,HTML
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,CSS
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,Tailwind CSS
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,Node.js
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,JavaScript
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,MongoDB
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,Express.js
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,GraphQL
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Excel
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Power BI
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Data Visualization
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Python
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Git
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,React
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,JavaScript
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,HTML
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,CSS
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,Tailwind CSS
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,TypeScript
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Kubernetes
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,AWS
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Linux
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Git
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,PowerShell
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Jenkins
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Terraform
J058,Technical Support Engineer,Technical Support,Nashik,FinTech,2026-09-20,Linux
J058,Technical Support Engineer,Technical Support,Nashik,FinTech,2026-09-20,PowerShell
J058,Technical Support Engineer,Technical Support,Nashik,FinTech,2026-09-20,Git
J058,Technical Support Engineer,Technical Support,Nashik,FinTech,2026-09-20,PostgreSQL
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,HTML
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,CSS
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,JavaScript
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,React
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,Tailwind CSS
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,Git
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,React
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,TypeScript
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,JavaScript
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,HTML
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,CSS
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,Tailwind CSS
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,Angular
J061,Site Reliability Engineer,Cloud / DevOps,Pune,IT Services,2026-04-10,Kubernetes
J061,Site Reliability Engineer,Cloud / DevOps,Pune,IT Services,2026-04-10,AWS
J061,Site Reliability Engineer,Cloud / DevOps,Pune,IT Services,2026-04-10,Linux
J061,Site Reliability Engineer,Cloud / DevOps,Pune,IT Services,2026-04-10,Git
J061,Site Reliability Engineer,Cloud / DevOps,Pune,IT Services,2026-04-10,Jenkins
J062,Backend Engineer,Backend Developer,Nashik,EdTech,2026-05-14,Java
J062,Backend Engineer,Backend Developer,Nashik,EdTech,2026-05-14,Spring Boot
J062,Backend Engineer,Backend Developer,Nashik,EdTech,2026-05-14,SQL
J062,Backend Engineer,Backend Developer,Nashik,EdTech,2026-05-14,GraphQL
J062,Backend Engineer,Backend Developer,Nashik,EdTech,2026-05-14,Jenkins
J063,Full Stack Developer,Full Stack Developer,Nagpur,SaaS,2026-09-08,React
J063,Full Stack Developer,Full Stack Developer,Nagpur,SaaS,2026-09-08,JavaScript
J063,Full Stack Developer,Full Stack Developer,Nagpur,SaaS,2026-09-08,Node.js
J063,Full Stack Developer,Full Stack Developer,Nagpur,SaaS,2026-09-08,SQL
J063,Full Stack Developer,Full Stack Developer,Nagpur,SaaS,2026-09-08,AWS
J063,Full Stack Developer,Full Stack Developer,Nagpur,SaaS,2026-09-08,Docker
J063,Full Stack Developer,Full Stack Developer,Nagpur,SaaS,2026-09-08,TypeScript
J064,Java Developer,Backend Developer,Nagpur,FinTech,2026-08-06,Java
J064,Java Developer,Backend Developer,Nagpur,FinTech,2026-08-06,Spring Boot
J064,Java Developer,Backend Developer,Nagpur,FinTech,2026-08-06,SQL
J064,Java Developer,Backend Developer,Nagpur,FinTech,2026-08-06,PostgreSQL
J064,Java Developer,Backend Developer,Nagpur,FinTech,2026-08-06,Docker
J064,Java Developer,Backend Developer,Nagpur,FinTech,2026-08-06,Jenkins
J064,Java Developer,Backend Developer,Nagpur,FinTech,2026-08-06,AWS
J065,Senior Backend Developer,Backend Developer,Mumbai,SaaS,2026-03-07,Java
J065,Senior Backend Developer,Backend Developer,Mumbai,SaaS,2026-03-07,Spring Boot
J065,Senior Backend Developer,Backend Developer,Mumbai,SaaS,2026-03-07,PostgreSQL
J065,Senior Backend Developer,Backend Developer,Mumbai,SaaS,2026-03-07,AWS
J066,React Developer,Frontend Developer,Mumbai,IT Services,2026-05-04,React
J066,React Developer,Frontend Developer,Mumbai,IT Services,2026-05-04,JavaScript
J066,React Developer,Frontend Developer,Mumbai,IT Services,2026-05-04,HTML
J066,React Developer,Frontend Developer,Mumbai,IT Services,2026-05-04,CSS
J066,React Developer,Frontend Developer,Mumbai,IT Services,2026-05-04,Tailwind CSS
J066,React Developer,Frontend Developer,Mumbai,IT Services,2026-05-04,TypeScript
J067,Backend Developer,Backend Developer,Mumbai,FinTech,2026-08-08,Java
J067,Backend Developer,Backend Developer,Mumbai,FinTech,2026-08-08,Spring Boot
J067,Backend Developer,Backend Developer,Mumbai,FinTech,2026-08-08,SQL
J067,Backend Developer,Backend Developer,Mumbai,FinTech,2026-08-08,AWS
J068,Data Scientist,Data Scientist,Nagpur,SaaS,2026-07-20,Python
J068,Data Scientist,Data Scientist,Nagpur,SaaS,2026-07-20,Pandas
J068,Data Scientist,Data Scientist,Nagpur,SaaS,2026-07-20,NumPy
J068,Data Scientist,Data Scientist,Nagpur,SaaS,2026-07-20,Machine Learning
J069,Product Manager,Product Management,Nashik,Logistics & Mobility,2026-04-27,Excel
J069,Product Manager,Product Management,Nashik,Logistics & Mobility,2026-04-27,Data Analysis
J069,Product Manager,Product Management,Nashik,Logistics & Mobility,2026-04-27,Data Visualization
J069,Product Manager,Product Management,Nashik,Logistics & Mobility,2026-04-27,Power BI
J069,Product Manager,Product Management,Nashik,Logistics & Mobility,2026-04-27,Python
J070,Full Stack Developer,Full Stack Developer,Pune,HealthTech,2026-05-27,React
J070,Full Stack Developer,Full Stack Developer,Pune,HealthTech,2026-05-27,JavaScript
