job_id,title,role,location,industry,posted_date,skill,source,confidence
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,JavaScript,exact,1.0
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,REST API,exact,1.0
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,PostgreSQL,exact,1.0
J011,Node.js Developer,Backend Developer,Pune,IT,2026-02-05,Docker,exact,1.0
J012,Backend Engineer,Backend Developer,Mumbai,IT,2026-02-07,Python,exact,1.0
J012,Backend Engineer,Backend Developer,Mumbai,IT,2026-02-07,PostgreSQL,exact,1.0
J012,Backend Engineer,Backend Developer,Mumbai,IT,2026-02-07,REST API,exact,1.0
J012,Backend Engineer,Backend Developer,Mumbai,IT,2026-02-07,AWS,exact,1.0
J013,Senior Backend Developer,Backend Developer,Pune,IT,2026-02-10,Java,exact,1.0
J013,Senior Backend Developer,Backend Developer,Pune,IT,2026-02-10,Spring Boot,exact,1.0
J013,Senior Backend Developer,Backend Developer,Pune,IT,2026-02-10,AWS,exact,1.0
J013,Senior Backend Developer,Backend Developer,Pune,IT,2026-02-10,Docker,exact,1.0
J014,API Developer,Backend Developer,Nagpur,IT,2026-02-12,Java,exact,1.0
J014,API Developer,Backend Developer,Nagpur,IT,2026-02-12,Spring Boot,exact,1.0
J014,API Developer,Backend Developer,Nagpur,IT,2026-02-12,Node.js,exact,1.0
J014,API Developer,Backend Developer,Nagpur,IT,2026-02-12,REST API,exact,1.0
J015,React Developer,Frontend Developer,Pune,IT,2026-02-14,React,exact,1.0
J015,React Developer,Frontend Developer,Pune,IT,2026-02-14,JavaScript,exact,1.0
J015,React Developer,Frontend Developer,Pune,IT,2026-02-14,HTML,exact,1.0
J015,React Developer,Frontend Developer,Pune,IT,2026-02-14,CSS,exact,1.0
J016,UI Developer,Frontend Developer,Mumbai,IT,2026-02-15,HTML,exact,1.0
J016,UI Developer,Frontend Developer,Mumbai,IT,2026-02-15,CSS,exact,1.0
J016,UI Developer,Frontend Developer,Mumbai,IT,2026-02-15,JavaScript,exact,1.0
J016,UI Developer,Frontend Developer,Mumbai,IT,2026-02-15,React,exact,1.0
J017,Frontend Engineer,Frontend Developer,Nagpur,IT,2026-02-18,React,exact,1.0
J017,Frontend Engineer,Frontend Developer,Nagpur,IT,2026-02-18,TypeScript,exact,1.0
J017,Frontend Engineer,Frontend Developer,Nagpur,IT,2026-02-18,Node.js,exact,1.0
J017,Frontend Engineer,Frontend Developer,Nagpur,IT,2026-02-18,Tailwind CSS,exact,1.0
J018,Data Scientist,Data Scientist,Pune,IT,2026-02-20,Python,exact,1.0
J018,Data Scientist,Data Scientist,Pune,IT,2026-02-20,Machine Learning,exact,1.0
J018,Data Scientist,Data Scientist,Pune,IT,2026-02-20,SQL,exact,1.0
J018,Data Scientist,Data Scientist,Pune,IT,2026-02-20,Pandas,exact,1.0
J019,Data Engineer,Data Engineer,Mumbai,IT,2026-02-22,Python,exact,1.0
J019,Data Engineer,Data Engineer,Mumbai,IT,2026-02-22,SQL,exact,1.0
J019,Data Engineer,Data Engineer,Mumbai,IT,2026-02-22,PostgreSQL,exact,1.0
J019,Data Engineer,Data Engineer,Mumbai,IT,2026-02-22,AWS,exact,1.0
J020,BI Analyst,Data Analyst,Pune,Finance,2026-02-25,SQL,exact,1.0
J020,BI Analyst,Data Analyst,Pune,Finance,2026-02-25,Excel,exact,1.0
J020,BI Analyst,Data Analyst,Pune,Finance,2026-02-25,Python,exact,1.0
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,Docker,exact,1.0
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,AWS,exact,1.0
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,Linux,exact,1.0
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,Jenkins,exact,1.0
J021,DevOps Engineer,Cloud / DevOps,Pune,IT,2026-02-28,Kubernetes,exact,1.0
J022,Cloud Engineer,Cloud / DevOps,Mumbai,IT,2026-03-01,AWS,exact,1.0
J022,Cloud Engineer,Cloud / DevOps,Mumbai,IT,2026-03-01,Python,exact,1.0
J022,Cloud Engineer,Cloud / DevOps,Mumbai,IT,2026-03-01,Docker,exact,1.0
J022,Cloud Engineer,Cloud / DevOps,Mumbai,IT,2026-03-01,Terraform,exact,1.0
J023,Site Reliability Engineer,Cloud / DevOps,Pune,IT,2026-03-03,AWS,exact,1.0
J023,Site Reliability Engineer,Cloud / DevOps,Pune,IT,2026-03-03,Docker,exact,1.0
J023,Site Reliability Engineer,Cloud / DevOps,Pune,IT,2026-03-03,Python,exact,1.0
J023,Site Reliability Engineer,Cloud / DevOps,Pune,IT,2026-03-03,Linux,exact,1.0
J024,DevOps Consultant,Cloud / DevOps,Nagpur,IT,2026-03-05,Docker,exact,1.0
J024,DevOps Consultant,Cloud / DevOps,Nagpur,IT,2026-03-05,AWS,exact,1.0
J024,DevOps Consultant,Cloud / DevOps,Nagpur,IT,2026-03-05,CI/CD,exact,1.0
J024,DevOps Consultant,Cloud / DevOps,Nagpur,IT,2026-03-05,Git,exact,1.0
J025,AWS Cloud Architect,Cloud / DevOps,Pune,IT,2026-03-08,AWS,exact,1.0
J025,AWS Cloud Architect,Cloud / DevOps,Pune,IT,2026-03-08,Docker,exact,1.0
J025,AWS Cloud Architect,Cloud / DevOps,Pune,IT,2026-03-08,Node.js,exact,1.0
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,React,exact,1.0
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,Node.js,exact,1.0
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,PostgreSQL,exact,1.0
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,Docker,exact,1.0
J026,Full Stack Developer,Full Stack Developer,Pune,IT,2026-03-10,AWS,exact,1.0
J027,QA Automation Engineer,QA / Test Automation,Mumbai,IT,2026-03-12,Python,exact,1.0
J027,QA Automation Engineer,QA / Test Automation,Mumbai,IT,2026-03-12,Java,exact,1.0
J027,QA Automation Engineer,QA / Test Automation,Mumbai,IT,2026-03-12,SQL,exact,1.0
J028,Product Manager,Product Management,Pune,IT,2026-03-15,SQL,exact,1.0
J029,Technical Support Engineer,Technical Support,Nagpur,IT,2026-03-18,Linux,exact,1.0
J029,Technical Support Engineer,Technical Support,Nagpur,IT,2026-03-18,SQL,exact,1.0
J029,Technical Support Engineer,Technical Support,Nagpur,IT,2026-03-18,REST API,exact,1.0
J030,Full Stack Engineer,Full Stack Developer,Mumbai,IT,2026-03-20,Java,exact,1.0
J030,Full Stack Engineer,Full Stack Developer,Mumbai,IT,2026-03-20,Spring Boot,exact,1.0
J030,Full Stack Engineer,Full Stack Developer,Mumbai,IT,2026-03-20,React,exact,1.0
J030,Full Stack Engineer,Full Stack Developer,Mumbai,IT,2026-03-20,PostgreSQL,exact,1.0
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,Java,exact,1.0
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,Spring Boot,exact,1.0
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,SQL,exact,1.0
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,REST API,exact,1.0
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,PostgreSQL,exact,1.0
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,GraphQL,exact,1.0
J031,Senior Backend Developer,Backend Developer,Nashik,E-commerce,2026-06-17,Jenkins,exact,1.0
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,Java,exact,1.0
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,Spring Boot,exact,1.0
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,REST API,exact,1.0
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,Git,exact,1.0
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,Jenkins,exact,1.0
J032,Backend Developer,Backend Developer,Nagpur,Logistics & Mobility,2026-09-13,FastAPI,exact,1.0
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,Java,exact,1.0
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,Spring Boot,exact,1.0
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,SQL,exact,1.0
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,REST API,exact,1.0
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,PostgreSQL,exact,1.0
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,Jenkins,exact,1.0
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,AWS,exact,1.0
J033,Senior Backend Developer,Backend Developer,Mumbai,Logistics & Mobility,2026-08-08,GraphQL,exact,1.0
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,React,exact,1.0
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,Node.js,exact,1.0
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,JavaScript,exact,1.0
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,REST API,exact,1.0
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,SQL,exact,1.0
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,PostgreSQL,exact,1.0
J034,Full Stack Engineer,Full Stack Developer,Pune,Manufacturing Technology,2026-06-24,AWS,exact,1.0
J035,Senior Backend Developer,Backend Developer,Nagpur,EdTech,2026-05-16,Java,exact,1.0
J035,Senior Backend Developer,Backend Developer,Nagpur,EdTech,2026-05-16,Spring Boot,exact,1.0
J035,Senior Backend Developer,Backend Developer,Nagpur,EdTech,2026-05-16,PostgreSQL,exact,1.0
J035,Senior Backend Developer,Backend Developer,Nagpur,EdTech,2026-05-16,GraphQL,exact,1.0
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,REST API,exact,1.0
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,Java,exact,1.0
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,Spring Boot,exact,1.0
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,AWS,exact,1.0
J036,API Developer,Backend Developer,Nagpur,IT Services,2026-07-06,GraphQL,exact,1.0
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,Java,exact,1.0
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,Spring Boot,exact,1.0
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,PostgreSQL,exact,1.0
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,AWS,exact,1.0
J037,Senior Backend Developer,Backend Developer,Pune,SaaS,2026-08-20,Kubernetes,exact,1.0
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,REST API,exact,1.0
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,Java,exact,1.0
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,Spring Boot,exact,1.0
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,PostgreSQL,exact,1.0
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,GraphQL,exact,1.0
J038,API Developer,Backend Developer,Pune,SaaS,2026-05-18,Node.js,exact,1.0
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,HTML,exact,1.0
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,CSS,exact,1.0
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,JavaScript,exact,1.0
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,React,exact,1.0
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,Tailwind CSS,exact,1.0
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,Git,exact,1.0
J039,UI Developer,Frontend Developer,Pune,FinTech,2026-07-03,TypeScript,exact,1.0
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,React,exact,1.0
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,JavaScript,exact,1.0
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,HTML,exact,1.0
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,CSS,exact,1.0
J040,React Developer,Frontend Developer,Mumbai,Logistics & Mobility,2026-07-17,Tailwind CSS,exact,1.0
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,Java,exact,1.0
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,Spring Boot,exact,1.0
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,PostgreSQL,exact,1.0
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,Git,exact,1.0
J041,Senior Backend Developer,Backend Developer,Nagpur,FinTech,2026-09-12,AWS,exact,1.0
J042,API Developer,Backend Developer,Nashik,FinTech,2026-04-20,Java,exact,1.0
J042,API Developer,Backend Developer,Nashik,FinTech,2026-04-20,Spring Boot,exact,1.0
J042,API Developer,Backend Developer,Nashik,FinTech,2026-04-20,SQL,exact,1.0
J042,API Developer,Backend Developer,Nashik,FinTech,2026-04-20,AWS,exact,1.0
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Python,exact,1.0
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,SQL,exact,1.0
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Excel,exact,1.0
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Pandas,exact,1.0
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Data Visualization,exact,1.0
J043,Data Analyst,Data Analyst,Nagpur,FinTech,2026-04-16,Data Analysis,exact,1.0
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,Java,exact,1.0
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,Spring Boot,exact,1.0
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,SQL,exact,1.0
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,Docker,exact,1.0
J044,Backend Engineer,Backend Developer,Nagpur,E-commerce,2026-09-05,PostgreSQL,exact,1.0
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,Java,exact,1.0
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,Python,exact,1.0
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,Git,exact,1.0
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,CI/CD,exact,1.0
J045,QA Automation Engineer,QA / Test Automation,Nagpur,E-commerce,2026-07-09,Jenkins,exact,1.0
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,Java,exact,1.0
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,Python,exact,1.0
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,SQL,exact,1.0
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,Git,exact,1.0
J046,QA Automation Engineer,QA / Test Automation,Pune,Manufacturing Technology,2026-08-03,CI/CD,exact,1.0
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Docker,exact,1.0
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Kubernetes,exact,1.0
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,AWS,exact,1.0
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Linux,exact,1.0
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Git,exact,1.0
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Azure,exact,1.0
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,PowerShell,exact,1.0
J047,Site Reliability Engineer,Cloud / DevOps,Pune,Logistics & Mobility,2026-03-31,Jenkins,exact,1.0
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Excel,exact,1.0
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,SQL,exact,1.0
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Data Analysis,exact,1.0
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Data Visualization,exact,1.0
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Python,exact,1.0
J048,Product Manager,Product Management,Pune,E-commerce,2026-06-26,Power BI,exact,1.0
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,React,exact,1.0
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,TypeScript,exact,1.0
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,JavaScript,exact,1.0
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,HTML,exact,1.0
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,CSS,exact,1.0
J049,Frontend Engineer,Frontend Developer,Nagpur,IT Services,2026-07-02,Tailwind CSS,exact,1.0
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Docker,exact,1.0
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Kubernetes,exact,1.0
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,AWS,exact,1.0
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Linux,exact,1.0
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Git,exact,1.0
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,Jenkins,exact,1.0
J050,DevOps Engineer,Cloud / DevOps,Pune,Manufacturing Technology,2026-08-24,GCP,exact,1.0
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,AWS,exact,1.0
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,Linux,exact,1.0
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,Docker,exact,1.0
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,Terraform,exact,1.0
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,CI/CD,exact,1.0
J051,Cloud Engineer,Cloud / DevOps,Mumbai,Logistics & Mobility,2026-07-29,Azure,exact,1.0
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,React,exact,1.0
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,TypeScript,exact,1.0
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,JavaScript,exact,1.0
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,HTML,exact,1.0
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,CSS,exact,1.0
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,Node.js,exact,1.0
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,Tailwind CSS,exact,1.0
J052,Frontend Engineer,Frontend Developer,Pune,HealthTech,2026-07-16,Git,exact,1.0
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,React,exact,1.0
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,TypeScript,exact,1.0
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,JavaScript,exact,1.0
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,HTML,exact,1.0
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,CSS,exact,1.0
J053,Frontend Engineer,Frontend Developer,Nagpur,FinTech,2026-03-19,Tailwind CSS,exact,1.0
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,Node.js,exact,1.0
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,JavaScript,exact,1.0
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,MongoDB,exact,1.0
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,Express.js,exact,1.0
J054,Node.js Developer,Backend Developer,Nagpur,FinTech,2026-07-17,GraphQL,exact,1.0
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Excel,exact,1.0
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Power BI,exact,1.0
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Data Visualization,exact,1.0
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Python,exact,1.0
J055,BI Analyst,Data Analyst,Pune,FinTech,2026-07-07,Git,exact,1.0
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,React,exact,1.0
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,JavaScript,exact,1.0
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,HTML,exact,1.0
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,CSS,exact,1.0
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,Tailwind CSS,exact,1.0
J056,React Developer,Frontend Developer,Nashik,EdTech,2026-06-13,TypeScript,exact,1.0
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Kubernetes,exact,1.0
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,AWS,exact,1.0
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Linux,exact,1.0
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Git,exact,1.0
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,PowerShell,exact,1.0
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Jenkins,exact,1.0
J057,DevOps Engineer,Cloud / DevOps,Nashik,SaaS,2026-05-03,Terraform,exact,1.0
J058,Technical Support Engineer,Technical Support,Nashik,FinTech,2026-09-20,Linux,exact,1.0
J058,Technical Support Engineer,Technical Support,Nashik,FinTech,2026-09-20,PowerShell,exact,1.0
J058,Technical Support Engineer,Technical Support,Nashik,FinTech,2026-09-20,Git,exact,1.0
J058,Technical Support Engineer,Technical Support,Nashik,FinTech,2026-09-20,PostgreSQL,exact,1.0
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,HTML,exact,1.0
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,CSS,exact,1.0
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,JavaScript,exact,1.0
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,React,exact,1.0
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,Tailwind CSS,exact,1.0
J059,UI Developer,Frontend Developer,Nagpur,E-commerce,2026-05-11,Git,exact,1.0
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,React,exact,1.0
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,TypeScript,exact,1.0
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,JavaScript,exact,1.0
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,HTML,exact,1.0
J060,Frontend Engineer,Frontend Developer,Pune,EdTech,2026-09-07,CSS,exact,1.0
